Pregunta,Respuesta,Categoría
[SRV-02] SYSVOL no replica entre DC origen/destino en ventana semanal #2; GPO desactualizadas.,"Parece que DFSR detenido o en estado 2213 (auto‑recovery). Prueba esto: 2. `wmic /namespace:\\root\microsoftdfs path dfsrVolumeConfig set ResumeReplication=1` en el DC afectado. 3. `dfsrdiag ReplicationState` y backlog con `dfsrdiag backlog`. 4. revisa espacio en staging y eventos 5002/5004. Como recomendación, dimensiona staging y programa verificación semanal de replicación.",Servidores Windows
[SRV-03] SYSVOL no replica entre DC origen/destino en ventana semanal #3; GPO desactualizadas.,"Parece que DFSR detenido o en estado 2213 (auto‑recovery). Prueba esto: 2. `wmic /namespace:\\root\microsoftdfs path dfsrVolumeConfig set ResumeReplication=1` en el DC afectado. 3. `dfsrdiag ReplicationState` y backlog con `dfsrdiag backlog`. 4. revisa espacio en staging y eventos 5002/5004. Como recomendación, dimensiona staging y programa verificación semanal de replicación.",Servidores Windows
[SRV-04] SYSVOL no replica entre DC origen/destino en ventana semanal #4; GPO desactualizadas.,"Parece que DFSR detenido o en estado 2213 (auto‑recovery). Prueba esto: 2. `wmic /namespace:\\root\microsoftdfs path dfsrVolumeConfig set ResumeReplication=1` en el DC afectado. 3. `dfsrdiag ReplicationState` y backlog con `dfsrdiag backlog`. 4. revisa espacio en staging y eventos 5002/5004. Como recomendación, dimensiona staging y programa verificación semanal de replicación.",Servidores Windows
[SRV-05] SYSVOL no replica entre DC origen/destino en ventana semanal #5; GPO desactualizadas.,"Parece que DFSR detenido o en estado 2213 (auto‑recovery). Prueba esto: 2. `wmic /namespace:\\root\microsoftdfs path dfsrVolumeConfig set ResumeReplication=1` en el DC afectado. 3. `dfsrdiag ReplicationState` y backlog con `dfsrdiag backlog`. 4. revisa espacio en staging y eventos 5002/5004. Como recomendación, dimensiona staging y programa verificación semanal de replicación.",Servidores Windows
[SRV-06] SYSVOL no replica entre DC origen/destino en ventana semanal #6; GPO desactualizadas.,"Parece que DFSR detenido o en estado 2213 (auto‑recovery). Prueba esto: 2. `wmic /namespace:\\root\microsoftdfs path dfsrVolumeConfig set ResumeReplication=1` en el DC afectado. 3. `dfsrdiag ReplicationState` y backlog con `dfsrdiag backlog`. 4. revisa espacio en staging y eventos 5002/5004. Como recomendación, dimensiona staging y programa verificación semanal de replicación.",Servidores Windows
[SRV-07] SYSVOL no replica entre DC origen/destino en ventana semanal #7; GPO desactualizadas.,"Parece que DFSR detenido o en estado 2213 (auto‑recovery). Prueba esto: 2. `wmic /namespace:\\root\microsoftdfs path dfsrVolumeConfig set ResumeReplication=1` en el DC afectado. 3. `dfsrdiag ReplicationState` y backlog con `dfsrdiag backlog`. 4. revisa espacio en staging y eventos 5002/5004. Como recomendación, dimensiona staging y programa verificación semanal de replicación.",Servidores Windows
[SRV-08] SYSVOL no replica entre DC origen/destino en ventana semanal #8; GPO desactualizadas.,"Parece que DFSR detenido o en estado 2213 (auto‑recovery). Prueba esto: 2. `wmic /namespace:\\root\microsoftdfs path dfsrVolumeConfig set ResumeReplication=1` en el DC afectado. 3. `dfsrdiag ReplicationState` y backlog con `dfsrdiag backlog`. 4. revisa espacio en staging y eventos 5002/5004. Como recomendación, dimensiona staging y programa verificación semanal de replicación.",Servidores Windows
[SRV-09] SYSVOL no replica entre DC origen/destino en ventana semanal #9; GPO desactualizadas.,"Parece que DFSR detenido o en estado 2213 (auto‑recovery). Prueba esto: 2. `wmic /namespace:\\root\microsoftdfs path dfsrVolumeConfig set ResumeReplication=1` en el DC afectado. 3. `dfsrdiag ReplicationState` y backlog con `dfsrdiag backlog`. 4. revisa espacio en staging y eventos 5002/5004. Como recomendación, dimensiona staging y programa verificación semanal de replicación.",Servidores Windows
[SRV-10] SYSVOL no replica entre DC origen/destino en ventana semanal #10; GPO desactualizadas.,"Parece que DFSR detenido o en estado 2213 (auto‑recovery). Prueba esto: 2. `wmic /namespace:\\root\microsoftdfs path dfsrVolumeConfig set ResumeReplication=1` en el DC afectado. 3. `dfsrdiag ReplicationState` y backlog con `dfsrdiag backlog`. 4. revisa espacio en staging y eventos 5002/5004. Como recomendación, dimensiona staging y programa verificación semanal de replicación.",Servidores Windows
[SRV-11] SYSVOL no replica entre DC origen/destino en ventana semanal #11; GPO desactualizadas.,"Parece que DFSR detenido o en estado 2213 (auto‑recovery). Prueba esto: 2. `wmic /namespace:\\root\microsoftdfs path dfsrVolumeConfig set ResumeReplication=1` en el DC afectado. 3. `dfsrdiag ReplicationState` y backlog con `dfsrdiag backlog`. 4. revisa espacio en staging y eventos 5002/5004. Como recomendación, dimensiona staging y programa verificación semanal de replicación.",Servidores Windows
[SRV-12] SYSVOL no replica entre DC origen/destino en ventana semanal #12; GPO desactualizadas.,"Parece que DFSR detenido o en estado 2213 (auto‑recovery). Prueba esto: 2. `wmic /namespace:\\root\microsoftdfs path dfsrVolumeConfig set ResumeReplication=1` en el DC afectado. 3. `dfsrdiag ReplicationState` y backlog con `dfsrdiag backlog`. 4. revisa espacio en staging y eventos 5002/5004. Como recomendación, dimensiona staging y programa verificación semanal de replicación.",Servidores Windows
[SRV-13] SYSVOL no replica entre DC origen/destino en ventana semanal #13; GPO desactualizadas.,"Parece que DFSR detenido o en estado 2213 (auto‑recovery). Prueba esto: 2. `wmic /namespace:\\root\microsoftdfs path dfsrVolumeConfig set ResumeReplication=1` en el DC afectado. 3. `dfsrdiag ReplicationState` y backlog con `dfsrdiag backlog`. 4. revisa espacio en staging y eventos 5002/5004. Como recomendación, dimensiona staging y programa verificación semanal de replicación.",Servidores Windows
[SRV-14] SYSVOL no replica entre DC origen/destino en ventana semanal #14; GPO desactualizadas.,"Parece que DFSR detenido o en estado 2213 (auto‑recovery). Prueba esto: 2. `wmic /namespace:\\root\microsoftdfs path dfsrVolumeConfig set ResumeReplication=1` en el DC afectado. 3. `dfsrdiag ReplicationState` y backlog con `dfsrdiag backlog`. 4. revisa espacio en staging y eventos 5002/5004. Como recomendación, dimensiona staging y programa verificación semanal de replicación.",Servidores Windows
[SRV-15] SYSVOL no replica entre DC origen/destino en ventana semanal #15; GPO desactualizadas.,"Parece que DFSR detenido o en estado 2213 (auto‑recovery). Prueba esto: 2. `wmic /namespace:\\root\microsoftdfs path dfsrVolumeConfig set ResumeReplication=1` en el DC afectado. 3. `dfsrdiag ReplicationState` y backlog con `dfsrdiag backlog`. 4. revisa espacio en staging y eventos 5002/5004. Como recomendación, dimensiona staging y programa verificación semanal de replicación.",Servidores Windows
[SRV-16] SYSVOL no replica entre DC origen/destino en ventana semanal #16; GPO desactualizadas.,"Parece que DFSR detenido o en estado 2213 (auto‑recovery). Prueba esto: 2. `wmic /namespace:\\root\microsoftdfs path dfsrVolumeConfig set ResumeReplication=1` en el DC afectado. 3. `dfsrdiag ReplicationState` y backlog con `dfsrdiag backlog`. 4. revisa espacio en staging y eventos 5002/5004. Como recomendación, dimensiona staging y programa verificación semanal de replicación.",Servidores Windows
[SRV-17] SYSVOL no replica entre DC origen/destino en ventana semanal #17; GPO desactualizadas.,"Parece que DFSR detenido o en estado 2213 (auto‑recovery). Prueba esto: 2. `wmic /namespace:\\root\microsoftdfs path dfsrVolumeConfig set ResumeReplication=1` en el DC afectado. 3. `dfsrdiag ReplicationState` y backlog con `dfsrdiag backlog`. 4. revisa espacio en staging y eventos 5002/5004. Como recomendación, dimensiona staging y programa verificación semanal de replicación.",Servidores Windows
[SRV-18] SYSVOL no replica entre DC origen/destino en ventana semanal #18; GPO desactualizadas.,"Parece que DFSR detenido o en estado 2213 (auto‑recovery). Prueba esto: 2. `wmic /namespace:\\root\microsoftdfs path dfsrVolumeConfig set ResumeReplication=1` en el DC afectado. 3. `dfsrdiag ReplicationState` y backlog con `dfsrdiag backlog`. 4. revisa espacio en staging y eventos 5002/5004. Como recomendación, dimensiona staging y programa verificación semanal de replicación.",Servidores Windows
[SRV-19] SYSVOL no replica entre DC origen/destino en ventana semanal #19; GPO desactualizadas.,"Parece que DFSR detenido o en estado 2213 (auto‑recovery). Prueba esto: 2. `wmic /namespace:\\root\microsoftdfs path dfsrVolumeConfig set ResumeReplication=1` en el DC afectado. 3. `dfsrdiag ReplicationState` y backlog con `dfsrdiag backlog`. 4. revisa espacio en staging y eventos 5002/5004. Como recomendación, dimensiona staging y programa verificación semanal de replicación.",Servidores Windows
[SRV-20] SYSVOL no replica entre DC origen/destino en ventana semanal #20; GPO desactualizadas.,"Parece que DFSR detenido o en estado 2213 (auto‑recovery). Prueba esto: 2. `wmic /namespace:\\root\microsoftdfs path dfsrVolumeConfig set ResumeReplication=1` en el DC afectado. 3. `dfsrdiag ReplicationState` y backlog con `dfsrdiag backlog`. 4. revisa espacio en staging y eventos 5002/5004. Como recomendación, dimensiona staging y programa verificación semanal de replicación.",Servidores Windows
[GLPI-01] Agente GLPI devuelve 403 Forbidden al enviar inventario desde Windows (caso #1).,"Parece que token API inválido o IP no permitida. Prueba esto: 2. valida token en `agent.conf`. 3. prueba API con `curl http://servidor:62354/apirest.php`. 4. ajusta reglas en IIS/Apache y agrega la IP a allowlist. 5. reinicia `glpi-agent` y revisa el Visor de eventos. Como recomendación, rota tokens y documenta endpoints permitidos.",GLPI
[GLPI-02] Agente GLPI devuelve 403 Forbidden al enviar inventario desde Windows (caso #2).,"Parece que token API inválido o IP no permitida. Prueba esto: 2. valida token en `agent.conf`. 3. prueba API con `curl http://servidor:62354/apirest.php`. 4. ajusta reglas en IIS/Apache y agrega la IP a allowlist. 5. reinicia `glpi-agent` y revisa el Visor de eventos. Como recomendación, rota tokens y documenta endpoints permitidos.",GLPI
[GLPI-03] Agente GLPI devuelve 403 Forbidden al enviar inventario desde Windows (caso #3).,"Parece que token API inválido o IP no permitida. Prueba esto: 2. valida token en `agent.conf`. 3. prueba API con `curl http://servidor:62354/apirest.php`. 4. ajusta reglas en IIS/Apache y agrega la IP a allowlist. 5. reinicia `glpi-agent` y revisa el Visor de eventos. Como recomendación, rota tokens y documenta endpoints permitidos.",GLPI
[GLPI-04] Agente GLPI devuelve 403 Forbidden al enviar inventario desde Windows (caso #4).,"Parece que token API inválido o IP no permitida. Prueba esto: 2. valida token en `agent.conf`. 3. prueba API con `curl http://servidor:62354/apirest.php`. 4. ajusta reglas en IIS/Apache y agrega la IP a allowlist. 5. reinicia `glpi-agent` y revisa el Visor de eventos. Como recomendación, rota tokens y documenta endpoints permitidos.",GLPI
[GLPI-05] Agente GLPI devuelve 403 Forbidden al enviar inventario desde Windows (caso #5).,"Parece que token API inválido o IP no permitida. Prueba esto: 2. valida token en `agent.conf`. 3. prueba API con `curl http://servidor:62354/apirest.php`. 4. ajusta reglas en IIS/Apache y agrega la IP a allowlist. 5. reinicia `glpi-agent` y revisa el Visor de eventos. Como recomendación, rota tokens y documenta endpoints permitidos.",GLPI
[GLPI-06] Agente GLPI devuelve 403 Forbidden al enviar inventario desde Windows (caso #6).,"Parece que token API inválido o IP no permitida. Prueba esto: 2. valida token en `agent.conf`. 3. prueba API con `curl http://servidor:62354/apirest.php`. 4. ajusta reglas en IIS/Apache y agrega la IP a allowlist. 5. reinicia `glpi-agent` y revisa el Visor de eventos. Como recomendación, rota tokens y documenta endpoints permitidos.",GLPI
[GLPI-07] Agente GLPI devuelve 403 Forbidden al enviar inventario desde Windows (caso #7).,"Parece que token API inválido o IP no permitida. Prueba esto: 2. valida token en `agent.conf`. 3. prueba API con `curl http://servidor:62354/apirest.php`. 4. ajusta reglas en IIS/Apache y agrega la IP a allowlist. 5. reinicia `glpi-agent` y revisa el Visor de eventos. Como recomendación, rota tokens y documenta endpoints permitidos.",GLPI
[GLPI-08] Agente GLPI devuelve 403 Forbidden al enviar inventario desde Windows (caso #8).,"Parece que token API inválido o IP no permitida. Prueba esto: 2. valida token en `agent.conf`. 3. prueba API con `curl http://servidor:62354/apirest.php`. 4. ajusta reglas en IIS/Apache y agrega la IP a allowlist. 5. reinicia `glpi-agent` y revisa el Visor de eventos. Como recomendación, rota tokens y documenta endpoints permitidos.",GLPI
[GLPI-09] Agente GLPI devuelve 403 Forbidden al enviar inventario desde Windows (caso #9).,"Parece que token API inválido o IP no permitida. Prueba esto: 2. valida token en `agent.conf`. 3. prueba API con `curl http://servidor:62354/apirest.php`. 4. ajusta reglas en IIS/Apache y agrega la IP a allowlist. 5. reinicia `glpi-agent` y revisa el Visor de eventos. Como recomendación, rota tokens y documenta endpoints permitidos.",GLPI
[GLPI-10] Agente GLPI devuelve 403 Forbidden al enviar inventario desde Windows (caso #10).,"Parece que token API inválido o IP no permitida. Prueba esto: 2. valida token en `agent.conf`. 3. prueba API con `curl http://servidor:62354/apirest.php`. 4. ajusta reglas en IIS/Apache y agrega la IP a allowlist. 5. reinicia `glpi-agent` y revisa el Visor de eventos. Como recomendación, rota tokens y documenta endpoints permitidos.",GLPI
[GLPI-11] Agente GLPI devuelve 403 Forbidden al enviar inventario desde Windows (caso #11).,"Parece que token API inválido o IP no permitida. Prueba esto: 2. valida token en `agent.conf`. 3. prueba API con `curl http://servidor:62354/apirest.php`. 4. ajusta reglas en IIS/Apache y agrega la IP a allowlist. 5. reinicia `glpi-agent` y revisa el Visor de eventos. Como recomendación, rota tokens y documenta endpoints permitidos.",GLPI
[GLPI-12] Agente GLPI devuelve 403 Forbidden al enviar inventario desde Windows (caso #12).,"Parece que token API inválido o IP no permitida. Prueba esto: 2. valida token en `agent.conf`. 3. prueba API con `curl http://servidor:62354/apirest.php`. 4. ajusta reglas en IIS/Apache y agrega la IP a allowlist. 5. reinicia `glpi-agent` y revisa el Visor de eventos. Como recomendación, rota tokens y documenta endpoints permitidos.",GLPI
[GLPI-13] Agente GLPI devuelve 403 Forbidden al enviar inventario desde Windows (caso #13).,"Parece que token API inválido o IP no permitida. Prueba esto: 2. valida token en `agent.conf`. 3. prueba API con `curl http://servidor:62354/apirest.php`. 4. ajusta reglas en IIS/Apache y agrega la IP a allowlist. 5. reinicia `glpi-agent` y revisa el Visor de eventos. Como recomendación, rota tokens y documenta endpoints permitidos.",GLPI
[GLPI-14] Agente GLPI devuelve 403 Forbidden al enviar inventario desde Windows (caso #14).,"Parece que token API inválido o IP no permitida. Prueba esto: 2. valida token en `agent.conf`. 3. prueba API con `curl http://servidor:62354/apirest.php`. 4. ajusta reglas en IIS/Apache y agrega la IP a allowlist. 5. reinicia `glpi-agent` y revisa el Visor de eventos. Como recomendación, rota tokens y documenta endpoints permitidos.",GLPI
